사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2021-03,7호선,526,부천시청,289735,289078,47439,45420
2021-03,7호선,527,상동,298423,307541,43270,43088
2021-03,7호선,528,삼산체육관,111030,100426,21746,20431
2021-03,7호선,529,굴포천,203102,216647,30049,30902
2021-03,7호선,530,부평구청,281375,234568,27610,24481
2021-03,8호선,531,암사,415535,363401,91434,90245
2021-03,8호선,532,천호(풍납토성),345548,408893,70651,67601
2021-03,8호선,533,강동구청,223064,232700,53995,54615
2021-03,8호선,534,몽촌토성(평화의문),126318,131446,28285,27201
2021-03,8호선,535,잠실(송파구청),323851,380831,57810,56178
2021-03,8호선,536,석촌,165118,197076,43292,46140
2021-03,8호선,537,송파,164964,166516,46279,46117
2021-03,8호선,538,가락시장,154785,177792,56241,56741
2021-03,8호선,539,문정,503072,530617,51407,51519
2021-03,8호선,540,장지,401699,387717,67672,64966
2021-03,8호선,541,복정,261973,224789,40306,37304
2021-03,8호선,542,산성,145493,142971,33281,36986
2021-03,8호선,543,남한산성입구(성남법원.검찰청),293985,266486,71343,69002
2021-03,8호선,544,단대오거리,220142,213739,61983,59819
2021-03,8호선,545,신흥,89679,96120,34525,35304
2021-03,8호선,546,수진,103560,92315,36532,36504
2021-03,8호선,547,모란,78369,62549,48630,37388
2021-03,9호선,605,개화,55352,38425,11557,9471
2021-03,9호선,606,김포공항,196928,302695,16401,20454
2021-03,9호선,607,공항시장,56386,61495,21607,23478
2021-03,9호선,608,신방화,143325,138787,38718,38352
2021-03,9호선,609,마곡나루(서울식물원),271012,271963,26172,25614
2021-03,9호선,610,양천향교,213954,220334,39039,39484
2021-03,9호선,611,가양,430059,422763,110887,107396
2021-03,9호선,612,증미,153822,153596,36896,37872
2021-03,9호선,613,등촌,225344,222574,69310,70505
2021-03,9호선,614,염창,392627,386715,59774,59600
2021-03,9호선,615,신목동,85099,77146,18193,16824
2021-03,9호선,616,선유도,177114,173085,23181,22070
2021-03,9호선,617,당산,425170,426817,56137,51359
2021-03,9호선,618,국회의사당,349142,359680,42590,37171
2021-03,9호선,619,여의도,674155,638392,43427,39343
2021-03,9호선,620,샛강,127936,133042,21215,21111
2021-03,9호선,621,노량진,623290,617914,77993,79035
2021-03,9호선,622,노들,92406,77744,26596,24755
2021-03,9호선,623,흑석(중앙대입구),163284,172365,45304,45544
2021-03,9호선,624,동작(현충원),39051,30668,11443,9670
2021-03,9호선,625,구반포,55380,57628,18622,18817
2021-03,9호선,626,신반포,69852,69047,16690,16600
2021-03,9호선,627,고속터미널,286211,378654,47958,54223
2021-03,9호선,628,사평,70537,68704,15370,15436
2021-03,9호선,629,신논현,802197,795242,53537,49781
2021-03,공항철도 1호선,643,서울역,170773,161996,26829,24689
2021-03,공항철도 1호선,644,공덕,51228,69185,5843,7081
2021-03,공항철도 1호선,645,홍대입구,241483,239194,15503,14732
2021-03,공항철도 1호선,646,디지털미디어시티,325137,293215,20764,19716
2021-03,공항철도 1호선,647,마곡나루(서울식물원),186422,181755,10636,10975
2021-03,공항철도 1호선,648,김포공항,312785,170085,20794,13614
2021-03,공항철도 1호선,649,계양,222536,204795,23168,21833
2021-03,공항철도 1호선,650,검암,169136,165320,15735,16206
2021-03,공항철도 1호선,651,청라국제도시,161692,152160,10300,9932
2021-03,공항철도 1호선,652,운서,147173,148743,22588,22699
2021-03,공항철도 1호선,653,공항화물청사,50823,55935,7802,7649
2021-03,공항철도 1호선,654,인천공항1터미널,79173,83552,12417,12493
2021-03,공항철도 1호선,655,인천공항2터미널,47575,45068,5536,5172
2021-03,공항철도 1호선,656,영종,65119,66034,16983,16999
2021-03,9호선2~3단계,630,언주,233279,237609,23450,23284
2021-03,9호선2~3단계,631,선정릉,223143,243403,20428,21510
2021-03,9호선2~3단계,632,삼성중앙,154548,161228,19090,18803
2021-03,9호선2~3단계,633,봉은사,379309,385705,37390,35354
2021-03,9호선2~3단계,634,종합운동장,97734,96021,14200,13308
2021-03,9호선2~3단계,635,삼전,147574,142877,29461,28543
2021-03,9호선2~3단계,636,석촌고분,128932,129515,27928,27586
2021-03,9호선2~3단계,637,석촌,189283,167934,28103,24447
2021-03,9호선2~3단계,638,송파나루,105710,114825,21419,21887
2021-03,9호선2~3단계,639,한성백제,51796,47808,12963,11666
2021-03,9호선2~3단계,640,올림픽공원(한국체대),126947,125894,19668,19467
2021-03,9호선2~3단계,641,둔촌오륜,27559,23579,5328,5371
2021-03,9호선2~3단계,642,중앙보훈병원,181399,156000,69425,67899
2021-03,우이신설선,700,북한산우이,51310,45734,30398,32238
2021-03,우이신설선,701,솔밭공원,40770,37500,24511,25612
2021-03,우이신설선,702,4.19민주묘지,49517,48657,31007,28095
2021-03,우이신설선,703,가오리,68608,66401,40042,40672
2021-03,우이신설선,704,화계,54729,49606,35344,35506
2021-03,우이신설선,705,삼양,30961,32107,23399,25767
2021-03,우이신설선,706,삼양사거리,33752,34805,30969,31284
2021-03,우이신설선,707,솔샘,119126,107861,32026,33235
2021-03,우이신설선,708,북한산보국문,124202,115469,37748,38567
2021-03,우이신설선,709,정릉,82191,75779,39735,37969
2021-03,우이신설선,710,성신여대입구(돈암),63512,73693,25725,24483
2021-03,우이신설선,711,보문,27527,27694,13155,13376
2021-03,우이신설선,712,신설동,35269,36574,23554,20617
